6,0
6,1
6,2
6,3
6,4
6,5
7,6
7,7
8,8
8,9
8,10
8,11
8,12
9,13
9,14
9,15
10,16
11,17
11,18
11,19
12,20
12,21
12,22
12,23
12,24
12,25
12,26
13,27
13,28
13,29
13,30
13,31
14,32
14,33
14,34
14,35
14,36
14,37
14,38
15,39
15,40
15,41
15,42
15,43
16,44
16,45
16,46
17,47
17,48
17,49
17,50
17,51
17,52
17,53
17,54
17,55
17,56
18,57
18,58
18,59
18,60
18,61
18,62
18,63
18,64
18,65
18,66
18,67
18,68
19,69
19,70
19,71
19,72
19,73
19,74
19,75
19,76
19,77
19,78
20,79
20,80
20,81
20,82
20,83
20,84
20,85
20,86
21,87
21,88
21,89
21,90
21,91
22,92
22,93
22,94
23,95
23,96
23,97
23,98
23,99
23,100
23,101
23,102
23,103
23,104
24,105
24,106
24,107
24,108
24,109
24,110
24,111
24,112
24,113
24,114
24,115
24,116
25,117
25,118
25,119
25,120
25,121
25,122
25,123
25,124
25,125
25,126
26,127
26,128
26,129
26,130
26,131
26,132
26,133
26,134
27,135
27,136
27,137
27,138
27,139
28,140
28,141
28,142
29,143
29,144
29,145
29,146
29,147
29,148
29,149
29,150
29,151
29,152
30,153
30,154
30,155
30,156
30,157
30,158
30,159
30,160
30,161
30,162
30,163
30,164
31,165
31,166
31,167
31,168
31,169
31,170
31,171
31,172
31,173
31,174
32,175
32,176
32,177
32,178
32,179
32,180
32,181
32,182
33,183
33,184
33,185
33,186
33,187
34,188
34,189
34,190
35,191
35,192
35,193
35,194
35,195
35,196
35,197
35,198
35,199
35,200
36,201
36,202
36,203
36,204
36,205
36,206
36,207
36,208
36,209
36,210
36,211
36,212
37,213
37,214
37,215
37,216
37,217
37,218
37,219
37,220
37,221
37,222
38,223
38,224
38,225
38,226
38,227
38,228
38,229
38,230
39,231
39,232
39,233
39,234
39,235
40,236
40,237
40,238
41,239
41,240
41,241
41,242
41,243
41,244
41,245
41,246
41,247
41,248
42,249
42,250
42,251
42,252
42,253
42,254
42,255
42,256
42,257
42,258
42,259
42,260
43,261
43,262
43,263
43,264
43,265
43,266
43,267
43,268
43,269
43,270
44,271
44,272
44,273
44,274
44,275
44,276
44,277
44,278
45,279
45,280
45,281
45,282
45,283
46,284
46,285
46,286
47,287
47,288
47,289
47,290
47,291
47,292
47,293
47,294
47,295
47,296
48,297
48,298
48,299
48,300
48,301
48,302
48,303
48,304
48,305
48,306
48,307
48,308
49,309
49,310
49,311
49,312
49,313
49,314
49,315
49,316
49,317
49,318
50,319
50,320
50,321
50,322
50,323
50,324
50,325
50,326
51,327
51,328
51,329
51,330
51,331
52,332
52,333
52,334
53,335
53,336
53,337
53,338
53,339
53,340
53,341
53,342
53,343
53,344
54,345
54,346
54,347
54,348
54,349
54,350
54,351
54,352
54,353
54,354
54,355
54,356
55,357
55,358
55,359
55,360
55,361
55,362
55,363
55,364
55,365
55,366
56,367
56,368
56,369
56,370
56,371
56,372
56,373
56,374
57,375
57,376
57,377
57,378
57,379
58,380
58,381
58,382
59,383
59,384
59,385
59,386
59,387
59,388
59,389
59,390
59,391
59,392
60,393
60,394
60,395
60,396
60,397
60,398
60,399
60,400
60,401
60,402
60,403
60,404
61,405
61,406
61,407
61,408
61,409
61,410
61,411
61,412
61,413
61,414
62,415
62,416
62,417
62,418
62,419
62,420
62,421
62,422
63,423
63,424
63,425
63,426
63,427
64,428
64,429
64,430
65,431
65,432
65,433
65,434
65,435
65,436
65,437
65,438
65,439
65,440
66,441
66,442
66,443
66,444
66,445
66,446
66,447
66,448
66,449
66,450
66,451
67,452
67,453
67,454
67,455
67,456
67,457
67,458
67,459
67,460
67,461
68,462
68,463
68,464
68,465
68,466
68,467
68,468
69,469
69,470
69,471
69,472
69,473
69,474
